location,bhk,washroom,total_sqft,furnishing,age,price,rent
Barkheda,5,4,2295,Semi Furnished,1-5 years,114.37,93028.7
ibrahimpura,1,1,778,Semi Furnished,10+ years,33.89,33514.35
Misrod,4,3,2067,Semi Furnished,5-10 years,116.31,121238.02
kohefiza,1,1,667,Fully Furnished,10+ years,39.32,35895.81
Ratnagiri,5,4,2514,Unfurnished,1-5 years,152.65,123993.01
Indrapuri,4,3,2155,Unfurnished,1-5 years,139.15,133182.03
Bairagarh,2,2,952,Fully Furnished,1-5 years,63.83,56764.36
Shivaji Nagar,3,3,1052,Fully Furnished,5-10 years,53.87,60438.96
Kolar hills,5,4,2151,Semi Furnished,10+ years,129.61,146015.67
Shyamla Hills,2,2,1129,Unfurnished,10+ years,60.87,69187.5
Shanti Nagar,2,2,923,Unfurnished,1-5 years,56.53,67406.31
VIP road,5,4,2635,Fully Furnished,1-5 years,114.53,95744.2
jahangirabad,4,3,1684,Fully Furnished,1-5 years,95.21,82079.13
Shivaji Nagar,3,3,1023,Semi Furnished,New,67.94,61917.12
Piplani,5,4,2486,Unfurnished,10+ years,137.76,164074.45
Karond,2,2,1037,Unfurnished,10+ years,72.09,84948.74
Indrapuri,1,1,707,Unfurnished,10+ years,34.63,32740.62
chuna bhatti,5,4,2425,Unfurnished,10+ years,112.81,107554.15
Kolar hills,2,2,1099,Fully Furnished,New,45.22,43351.5
Vikas Nagar,1,1,758,Fully Furnished,1-5 years,53.0,57520.97
eidgah hills,1,1,477,Semi Furnished,10+ years,24.95,27614.99
Karond,3,3,1553,Semi Furnished,New,76.2,74559.67
Bairagarh,2,2,948,Unfurnished,5-10 years,41.97,41384.51
New market,3,3,1115,Semi Furnished,5-10 years,62.72,72896.12
Bawadiya Kalan,1,1,531,Unfurnished,1-5 years,24.45,28691.05
Arera Colony,4,3,1506,Unfurnished,10+ years,72.5,82853.49
Shyamla Hills,4,3,1598,Semi Furnished,5-10 years,69.99,56899.23
MP Nagar,2,2,1099,Semi Furnished,1-5 years,67.62,69765.87
char Imli,3,3,1099,Unfurnished,10+ years,49.22,39540.89
char Imli,5,4,2055,Semi Furnished,5-10 years,99.78,107900.7
Nizamuddin colony,2,2,804,Fully Furnished,New,39.56,34335.35
Shanti Nagar,1,1,589,Fully Furnished,1-5 years,37.86,39473.06
Vijay nagar,1,1,551,Semi Furnished,10+ years,32.45,35580.3
chuna bhatti,4,3,2045,Unfurnished,1-5 years,122.4,116185.26
Shanti Nagar,5,4,2604,Semi Furnished,10+ years,170.02,151550.2
Chuna Bhatti,1,1,417,Fully Furnished,5-10 years,24.61,29229.33
Habibganj,3,3,1430,Unfurnished,10+ years,64.59,75711.42
char Imli,2,2,897,Unfurnished,10+ years,59.53,60021.59
Avadhpuri,1,1,765,Fully Furnished,New,50.84,55477.21
Sonagiri,2,2,1004,Fully Furnished,10+ years,66.44,76294.56
Chuna Bhatti,1,1,539,Fully Furnished,5-10 years,37.51,36971.3
Kamla Nagar,3,3,1010,Unfurnished,5-10 years,46.47,53289.21
jahangirabad,3,3,1303,Fully Furnished,10+ years,89.15,100284.62
Ratnagiri,4,3,1437,Fully Furnished,5-10 years,92.01,89787.23
kohefiza,2,2,747,Semi Furnished,10+ years,42.07,34186.96
Chuna Bhatti,1,1,709,Fully Furnished,5-10 years,41.05,33677.3
ibrahimpura,3,3,1065,Semi Furnished,5-10 years,70.99,57728.2
Govindpura,4,3,2082,Semi Furnished,10+ years,109.46,89618.55
Karond,4,3,2061,Fully Furnished,New,131.42,156011.99
Shanti Nagar,5,4,2171,Unfurnished,1-5 years,120.39,136971.24
Piplani,5,4,2194,Unfurnished,1-5 years,87.88,105277.8
Prabhat petrol pump,5,4,2889,Unfurnished,10+ years,196.88,228254.71
Gulmohar,2,2,1008,Semi Furnished,New,69.02,74028.79
Ratnagiri,4,3,2049,Semi Furnished,New,82.78,90378.52
Nizamuddin colony,1,1,600,Unfurnished,1-5 years,30.55,30147.04
sultaniya road,5,4,2410,Semi Furnished,1-5 years,149.92,128994.99
Kamla Nagar,5,4,2387,Semi Furnished,10+ years,162.28,139872.08
Kolar Road,3,3,1270,Fully Furnished,5-10 years,64.4,72858.07
char Imli,4,3,1877,Unfurnished,10+ years,90.05,85752.19
Minal,5,4,2683,Fully Furnished,1-5 years,179.6,154666.07
MP Nagar,2,2,829,Unfurnished,5-10 years,54.71,63151.32
Avadhpuri,4,3,1693,Unfurnished,10+ years,99.01,111351.26
Roshanpura,3,3,1100,Semi Furnished,1-5 years,55.93,64989.8
Anand nagar,5,4,2805,Unfurnished,New,145.71,155451.02
jahangirabad,1,1,604,Fully Furnished,1-5 years,34.24,28962.55
Misrod,1,1,748,Fully Furnished,5-10 years,51.69,46295.46
Roshanpura,3,3,1089,Semi Furnished,1-5 years,72.04,78172.06
eidgah hills,2,2,1037,Semi Furnished,10+ years,47.25,44440.61
Tajul masjid,2,2,1066,Unfurnished,1-5 years,60.03,50867.49
Saket nagar,3,3,1534,Semi Furnished,New,96.28,104277.16
Vikas Nagar,5,4,2921,Fully Furnished,5-10 years,141.76,146663.89
Arera Colony,4,3,1503,Semi Furnished,New,95.09,86532.47
Ashoka garden,5,4,2969,Unfurnished,10+ years,171.16,139469.92
Minal,4,3,1402,Semi Furnished,5-10 years,82.63,77336.09
Misrod,2,2,741,Fully Furnished,10+ years,29.96,35317.87
Barkheda,5,4,2465,Fully Furnished,1-5 years,163.84,131834.51
Minal,2,2,921,Semi Furnished,New,52.03,60614.22
Saket nagar,5,4,2159,Semi Furnished,10+ years,150.96,172457.75
Kamla Nagar,5,4,2615,Semi Furnished,1-5 years,158.96,159174.34
Habibganj,2,2,780,Fully Furnished,1-5 years,53.65,53785.98
Kolar hills,1,1,442,Semi Furnished,New,20.82,19809.83
Roshanpura,4,3,2040,Unfurnished,1-5 years,117.97,116793.32
Service road,4,3,1616,Semi Furnished,New,88.18,97389.96
chuna bhatti,4,3,2145,Fully Furnished,1-5 years,91.48,83737.7
ibrahimpura,3,3,1372,Fully Furnished,5-10 years,89.42,103525.02
Bawadiya Kalan,4,3,1567,Fully Furnished,5-10 years,100.32,105486.9
Anand nagar,5,4,2458,Fully Furnished,5-10 years,98.34,85643.68
Bittan Market,5,4,2353,Fully Furnished,1-5 years,157.96,178139.4
ibrahimpura,1,1,770,Unfurnished,1-5 years,44.82,46748.04
chuna bhatti,1,1,570,Unfurnished,5-10 years,39.4,46830.53
Karond,2,2,857,Unfurnished,10+ years,56.29,59469.14
chuna bhatti,4,3,1922,Semi Furnished,1-5 years,91.7,108082.54
Arjun Nagar,1,1,596,Fully Furnished,New,26.67,26988.5
Barkheda,5,4,2711,Semi Furnished,5-10 years,150.55,137842.33
Avadhpuri,1,1,773,Fully Furnished,New,47.8,46868.1
Arera Colony,2,2,741,Fully Furnished,5-10 years,33.41,28505.06
char Imli,5,4,2636,Semi Furnished,New,112.63,102264.76
Ratnagiri,1,1,502,Fully Furnished,10+ years,30.87,24978.35
Gandhi nagar,3,3,1592,Unfurnished,10+ years,108.29,91978.06
VIP road,4,3,2121,Semi Furnished,New,126.5,141713.83
MP Nagar,3,3,1428,Semi Furnished,1-5 years,89.43,71927.05
Minal,3,3,1176,Semi Furnished,5-10 years,80.82,92615.13
Vijay nagar,4,3,2067,Unfurnished,New,90.31,104219.44
Arera Colony,1,1,515,Semi Furnished,10+ years,26.84,27329.55
eidgah hills,1,1,761,Semi Furnished,10+ years,47.08,47935.24
Anand nagar,3,3,1442,Unfurnished,10+ years,88.09,99510.68
Tajul masjid,3,3,1113,Fully Furnished,5-10 years,62.11,62216.34
Gandhi nagar,2,2,819,Semi Furnished,10+ years,57.03,57039.03
kohefiza,5,4,2667,Unfurnished,1-5 years,174.82,197345.38
Vikas Nagar,1,1,554,Unfurnished,10+ years,33.89,35548.66
Gandhi nagar,4,3,1706,Fully Furnished,1-5 years,113.56,110488.96
Nizamuddin colony,2,2,821,Unfurnished,5-10 years,57.32,57236.24
Shanti Nagar,5,4,2151,Semi Furnished,10+ years,129.14,115858.58
Bittan Market,4,3,1720,Semi Furnished,New,96.34,80122.43
Sonagiri,2,2,817,Semi Furnished,1-5 years,37.27,38511.69
chuna bhatti,3,3,1006,Fully Furnished,New,65.64,72530.36
Chuna Bhatti,4,3,1843,Semi Furnished,5-10 years,80.02,74477.52
Kolar Road,4,3,1538,Unfurnished,5-10 years,96.36,99343.67
Karond,1,1,593,Fully Furnished,10+ years,24.88,29727.03
jahangirabad,2,2,828,Semi Furnished,1-5 years,53.9,54000.42
Avadhpuri,4,3,1722,Semi Furnished,New,70.75,69946.58
Narela,2,2,822,Fully Furnished,5-10 years,39.49,43858.79
Tajul masjid,3,3,1007,Unfurnished,5-10 years,59.02,64644.28
Vikas Nagar,5,4,2231,Fully Furnished,5-10 years,152.43,174679.05
Anand nagar,3,3,1520,Fully Furnished,1-5 years,63.84,73507.66
Shivaji Nagar,3,3,1438,Unfurnished,New,62.35,53049.09
Kolar hills,1,1,548,Unfurnished,1-5 years,27.16,28734.33
Vikas Nagar,3,3,1115,Semi Furnished,5-10 years,65.91,77916.35
Kamla Nagar,2,2,1150,Unfurnished,10+ years,80.33,88473.25
ibrahimpura,2,2,1180,Semi Furnished,1-5 years,69.61,63495.83
Ashoka garden,1,1,561,Semi Furnished,New,27.78,25196.49
Shanti Nagar,3,3,1580,Semi Furnished,10+ years,96.3,87470.28
Misrod,4,3,2166,Semi Furnished,5-10 years,97.01,96568.68
Gandhi nagar,1,1,690,Fully Furnished,1-5 years,28.76,28815.44
Hoshangabad Road,3,3,1571,Semi Furnished,1-5 years,72.1,72399.1
chuna bhatti,4,3,1799,Semi Furnished,1-5 years,112.42,111467.48
Minal,2,2,922,Semi Furnished,New,42.01,36670.42
Service road,3,3,1252,Semi Furnished,New,55.08,50034.35
Lalghati,5,4,2350,Fully Furnished,5-10 years,143.55,127468.98
Hoshangabad Road,2,2,804,Fully Furnished,New,56.25,60963.36
Bairagarh,1,1,789,Unfurnished,5-10 years,31.65,26043.19
Lalghati,4,3,1967,Semi Furnished,1-5 years,95.15,107084.06
Vikas Nagar,4,3,1816,Unfurnished,5-10 years,116.87,123967.52
Lalghati,4,3,2177,Semi Furnished,1-5 years,91.3,108342.16
Tajul masjid,4,3,1958,Unfurnished,1-5 years,95.53,76519.41
Ayodhya nagar,5,4,2644,Semi Furnished,1-5 years,121.73,136695.0
MP Nagar,4,3,1623,Unfurnished,1-5 years,113.22,93138.81
Chuna Bhatti,4,3,2111,Unfurnished,10+ years,143.06,126326.45
Gandhi nagar,3,3,1431,Unfurnished,1-5 years,60.32,67587.54
Gulmohar,5,4,2313,Fully Furnished,10+ years,142.99,158204.53
New market,3,3,1522,Fully Furnished,New,90.8,72681.5
Roshanpura,3,3,1331,Semi Furnished,10+ years,89.51,84783.0
Gulmohar,1,1,437,Semi Furnished,New,27.36,22462.48
Shyamla Hills,1,1,712,Fully Furnished,1-5 years,34.76,31443.68
Ashoka garden,3,3,1001,Unfurnished,5-10 years,65.45,67885.54
sultaniya road,2,2,956,Fully Furnished,10+ years,52.56,57018.98
eidgah hills,1,1,403,Semi Furnished,New,25.14,30149.5
Avadhpuri,5,4,2739,Fully Furnished,5-10 years,115.63,92587.79
Govindpura,2,2,1050,Semi Furnished,5-10 years,57.9,59240.56
kohefiza,4,3,1953,Semi Furnished,5-10 years,119.17,114942.86
Misrod,3,3,1585,Fully Furnished,New,82.97,77590.93
Barkheda,2,2,1184,Fully Furnished,10+ years,50.57,49970.27
Govindpura,2,2,1119,Fully Furnished,5-10 years,63.51,51513.99
Piplani,3,3,1302,Fully Furnished,5-10 years,58.37,59755.57
Habibganj,2,2,1180,Semi Furnished,10+ years,68.52,71922.5
sultaniya road,5,4,2564,Fully Furnished,10+ years,178.22,170001.08
sultaniya road,1,1,521,Unfurnished,5-10 years,35.73,40447.68
Govindpura,2,2,752,Fully Furnished,New,36.91,40347.9
jahangirabad,3,3,1336,Semi Furnished,5-10 years,92.35,81998.84
Nizamuddin colony,1,1,500,Semi Furnished,New,31.38,31513.77
Anand nagar,1,1,567,Fully Furnished,1-5 years,33.95,29745.19
Anand nagar,3,3,1016,Unfurnished,5-10 years,58.4,55491.54
Kolar Road,2,2,1084,Fully Furnished,New,47.55,47882.22
Bittan Market,2,2,1090,Unfurnished,10+ years,65.91,56959.58
Arera Colony,3,3,1077,Unfurnished,5-10 years,59.72,60864.67
chuna bhatti,5,4,2448,Unfurnished,1-5 years,165.5,152234.71
Gandhi nagar,2,2,823,Semi Furnished,10+ years,53.9,55350.34
Ratnagiri,4,3,2144,Semi Furnished,5-10 years,89.72,84870.12
Kolar Road,2,2,861,Semi Furnished,New,41.36,48289.03
eidgah hills,3,3,1003,Semi Furnished,10+ years,62.18,60599.32
chuna bhatti,2,2,1002,Fully Furnished,10+ years,69.91,71238.75
sultaniya road,5,4,2453,Unfurnished,10+ years,137.73,153634.13
Shyamla Hills,2,2,1032,Unfurnished,5-10 years,67.38,79949.44
Arera Colony,3,3,1599,Unfurnished,1-5 years,101.8,95749.56
Prabhat petrol pump,4,3,1682,Unfurnished,New,116.39,135645.11
char Imli,4,3,1728,Unfurnished,New,117.04,138705.9
Chuna Bhatti,5,4,2057,Fully Furnished,1-5 years,104.57,102093.52
Ayodhya bypass,3,3,1578,Fully Furnished,New,107.27,92166.33
Shyamla Hills,1,1,474,Semi Furnished,New,22.18,22673.72
sultaniya road,2,2,795,Fully Furnished,5-10 years,50.86,49128.75
Vijay nagar,1,1,743,Unfurnished,10+ years,29.79,28969.64
Habibganj,4,3,2070,Semi Furnished,10+ years,90.63,102274.38
Arera Colony,2,2,1033,Unfurnished,5-10 years,60.75,72792.18
Lalghati,4,3,1500,Unfurnished,5-10 years,93.41,92712.77
Ayodhya nagar,5,4,2784,Unfurnished,5-10 years,130.35,135598.87
Karond,5,4,2639,Unfurnished,5-10 years,166.71,159097.06
Nizamuddin colony,1,1,497,Semi Furnished,1-5 years,33.74,38317.5
jahangirabad,1,1,507,Unfurnished,New,26.74,22054.64
Bairagarh,3,3,1157,Fully Furnished,5-10 years,59.45,47646.68
Kolar hills,2,2,845,Unfurnished,1-5 years,54.32,58457.88
Sonagiri,1,1,713,Semi Furnished,10+ years,32.77,38156.1
Avadhpuri,2,2,890,Unfurnished,New,62.12,55903.31
Shivaji Nagar,4,3,1905,Unfurnished,10+ years,105.24,84787.19
Misrod,3,3,1100,Semi Furnished,1-5 years,69.28,73842.93
Arera Colony,4,3,1412,Semi Furnished,5-10 years,75.78,61876.11
Govindpura,1,1,497,Semi Furnished,New,27.67,26575.51
Piplani,2,2,787,Fully Furnished,1-5 years,47.75,56070.64
Tajul masjid,5,4,2104,Semi Furnished,5-10 years,112.0,133514.49
Ayodhya bypass,2,2,1073,Unfurnished,10+ years,69.6,69002.94
Tajul masjid,1,1,536,Fully Furnished,1-5 years,25.78,26090.83
Vikas Nagar,5,4,2367,Semi Furnished,10+ years,148.32,148310.34
Avadhpuri,2,2,882,Fully Furnished,New,53.78,51769.23
Sonagiri,3,3,1082,Semi Furnished,5-10 years,68.92,82256.56
Chuna Bhatti,5,4,2970,Fully Furnished,5-10 years,198.84,161530.36
Bawadiya Kalan,4,3,2174,Unfurnished,New,150.66,137058.88
MP Nagar,2,2,896,Fully Furnished,New,50.13,40648.82
Ayodhya bypass,5,4,2879,Unfurnished,5-10 years,136.57,117611.69
Kolar hills,2,2,944,Semi Furnished,New,52.64,42263.37
Vijay nagar,5,4,2511,Unfurnished,New,170.25,189249.59
Bittan Market,5,4,2502,Semi Furnished,1-5 years,151.69,161813.58
Gandhi nagar,2,2,897,Semi Furnished,1-5 years,45.75,43380.13
Barkheda,2,2,907,Semi Furnished,New,52.93,55191.61
char Imli,3,3,1536,Semi Furnished,5-10 years,74.46,67600.59
Gandhi nagar,1,1,493,Fully Furnished,10+ years,30.23,33035.16
Ayodhya nagar,4,3,1937,Semi Furnished,10+ years,110.57,99725.43
Hoshangabad Road,1,1,633,Unfurnished,10+ years,36.18,30602.2
eidgah hills,4,3,1960,Semi Furnished,1-5 years,101.03,100666.24
Nizamuddin colony,4,3,1708,Fully Furnished,1-5 years,116.25,112940.84
Arjun Nagar,3,3,1411,Unfurnished,1-5 years,61.61,52303.04
Vijay nagar,4,3,1860,Semi Furnished,5-10 years,111.12,100074.98
Shanti Nagar,4,3,1545,Semi Furnished,10+ years,74.28,80117.64
Arjun Nagar,5,4,2088,Semi Furnished,10+ years,102.76,113813.45
Bawadiya Kalan,2,2,749,Unfurnished,New,44.63,52273.07
MP Nagar,5,4,2889,Unfurnished,New,144.45,166709.57
Ratnagiri,4,3,1758,Semi Furnished,1-5 years,97.12,108581.78
Vijay nagar,2,2,847,Unfurnished,10+ years,56.03,55685.46
MP Nagar,3,3,1320,Fully Furnished,New,56.2,55171.26
char Imli,3,3,1484,Unfurnished,New,87.67,74576.5
Roshanpura,5,4,2197,Semi Furnished,5-10 years,120.7,122692.72
Nizamuddin colony,3,3,1530,Fully Furnished,New,94.71,82167.06
Ratnagiri,3,3,1298,Fully Furnished,10+ years,73.04,85182.01
Ashoka garden,4,3,1624,Fully Furnished,10+ years,86.75,95352.11
kohefiza,5,4,2504,Semi Furnished,1-5 years,113.8,122597.93
Govindpura,2,2,1184,Semi Furnished,5-10 years,78.62,78825.0
Habibganj,1,1,573,Unfurnished,1-5 years,26.55,31307.96
Govindpura,1,1,605,Fully Furnished,New,26.66,24410.83
Karond,5,4,2553,Unfurnished,New,114.11,99175.86
eidgah hills,3,3,1326,Semi Furnished,1-5 years,56.55,48767.44
Shanti Nagar,1,1,655,Fully Furnished,1-5 years,31.59,26431.37
Bittan Market,2,2,900,Fully Furnished,New,47.48,39237.04
Barkheda,5,4,2538,Semi Furnished,5-10 years,110.07,114625.1
Barkheda,1,1,694,Unfurnished,1-5 years,34.78,39295.6
Service road,1,1,800,Fully Furnished,10+ years,34.44,41110.18
Shanti Nagar,2,2,847,Semi Furnished,1-5 years,35.9,29802.83
Habibganj,2,2,946,Fully Furnished,New,56.53,60399.14
Vijay nagar,2,2,935,Unfurnished,1-5 years,52.37,49038.74
Ratnagiri,2,2,829,Semi Furnished,5-10 years,40.93,43727.64
Kolar hills,5,4,2533,Unfurnished,5-10 years,115.58,99057.54
Arera Colony,1,1,772,Fully Furnished,New,43.28,39275.73
Shyamla Hills,1,1,691,Fully Furnished,5-10 years,32.26,37753.81
Tajul masjid,4,3,1527,Unfurnished,5-10 years,66.45,67988.8
Anand nagar,1,1,607,Semi Furnished,5-10 years,29.02,27073.99
Minal,2,2,1089,Unfurnished,10+ years,56.6,67598.74
Misrod,5,4,2872,Semi Furnished,New,125.58,112728.94
Shyamla Hills,1,1,539,Unfurnished,10+ years,23.38,18763.1
Gulmohar,2,2,850,Semi Furnished,5-10 years,42.66,48748.53
Sonagiri,2,2,904,Unfurnished,10+ years,49.8,46523.55
Shivaji Nagar,1,1,756,Unfurnished,5-10 years,36.51,32864.1
Shanti Nagar,1,1,458,Semi Furnished,10+ years,21.29,25545.09
Bairagarh,1,1,799,Unfurnished,New,51.91,45253.52
Bawadiya Kalan,4,3,2142,Unfurnished,10+ years,144.55,147927.84
Hoshangabad Road,3,3,1410,Unfurnished,New,90.12,75634.11
Ratnagiri,4,3,1915,Unfurnished,1-5 years,121.69,132089.71
sultaniya road,4,3,1676,Unfurnished,5-10 years,71.36,70110.69
Prabhat petrol pump,4,3,1455,Fully Furnished,10+ years,74.87,76107.64
Arera Colony,5,4,2877,Semi Furnished,New,126.66,129161.04
Arjun Nagar,3,3,1582,Semi Furnished,5-10 years,81.16,94865.59
Arjun Nagar,5,4,2262,Fully Furnished,5-10 years,133.19,138778.06
Piplani,2,2,1172,Unfurnished,1-5 years,65.62,73675.17
Chuna Bhatti,3,3,1494,Fully Furnished,New,65.47,68871.6
Service road,2,2,788,Unfurnished,10+ years,54.2,55173.95
Misrod,2,2,1091,Fully Furnished,10+ years,49.74,40453.4
VIP road,3,3,1128,Unfurnished,5-10 years,71.05,56896.07
Ayodhya nagar,3,3,1273,Unfurnished,10+ years,69.92,79130.54
Anand nagar,2,2,1068,Unfurnished,New,68.87,81023.2
Bittan Market,1,1,493,Semi Furnished,1-5 years,25.27,23838.53
Service road,3,3,1553,Fully Furnished,5-10 years,97.7,97858.98
Bairagarh,5,4,2611,Semi Furnished,1-5 years,148.22,149769.04
Bairagarh,5,4,2914,Fully Furnished,5-10 years,169.96,177312.29
Vikas Nagar,1,1,468,Unfurnished,New,19.08,17391.13
Bawadiya Kalan,4,3,1770,Semi Furnished,1-5 years,121.82,104324.98
New market,4,3,2019,Fully Furnished,New,95.05,92558.93
Govindpura,4,3,2029,Unfurnished,5-10 years,116.27,100191.66
Avadhpuri,5,4,2271,Fully Furnished,1-5 years,107.5,104203.68
Saket nagar,1,1,777,Unfurnished,10+ years,34.92,31447.18
Prabhat petrol pump,5,4,2292,Fully Furnished,1-5 years,96.32,97649.12
Shivaji Nagar,3,3,1440,Semi Furnished,New,79.53,75599.12
Anand nagar,2,2,706,Semi Furnished,1-5 years,40.91,44821.29
sultaniya road,2,2,769,Unfurnished,10+ years,42.85,45568.56
Service road,3,3,1070,Semi Furnished,10+ years,67.87,60485.35
Bittan Market,2,2,1111,Semi Furnished,New,60.94,54669.81
chuna bhatti,4,3,1975,Unfurnished,5-10 years,130.1,149362.36
char Imli,4,3,2027,Fully Furnished,5-10 years,83.5,73168.52
Kolar hills,2,2,863,Fully Furnished,1-5 years,39.92,46324.05
Gandhi nagar,3,3,1438,Fully Furnished,5-10 years,94.8,106302.96
Vijay nagar,1,1,680,Fully Furnished,1-5 years,29.58,29117.51
Arera Colony,2,2,917,Fully Furnished,1-5 years,52.38,54111.22
Habibganj,2,2,858,Semi Furnished,New,50.69,58777.4
Bittan Market,2,2,1040,Semi Furnished,New,58.39,65608.16
char Imli,3,3,1575,Fully Furnished,10+ years,80.72,78211.63
Arera Colony,3,3,1510,Unfurnished,1-5 years,65.25,69357.02
kohefiza,4,3,1764,Unfurnished,New,122.3,134977.99
VIP road,4,3,1691,Semi Furnished,New,99.49,91695.18
Habibganj,4,3,2052,Semi Furnished,1-5 years,84.58,86140.03
kohefiza,4,3,2058,Unfurnished,10+ years,131.91,131791.29
Karond,3,3,1365,Unfurnished,New,63.03,66706.97
Ashoka garden,1,1,410,Semi Furnished,10+ years,21.25,18319.7
sultaniya road,5,4,2299,Semi Furnished,1-5 years,118.65,114821.53
Ratnagiri,1,1,447,Fully Furnished,10+ years,24.9,26478.1
ibrahimpura,5,4,2487,Unfurnished,10+ years,102.11,84636.36
Piplani,4,3,1832,Semi Furnished,10+ years,102.63,87919.47
MP Nagar,5,4,2502,Unfurnished,1-5 years,149.84,132842.58
Indrapuri,5,4,2106,Fully Furnished,1-5 years,98.06,91845.54
Hoshangabad Road,2,2,707,Fully Furnished,New,37.03,31695.72
Kolar Road,4,3,2186,Unfurnished,1-5 years,122.03,122306.64
sultaniya road,4,3,1843,Unfurnished,1-5 years,127.31,135455.54
ibrahimpura,5,4,2117,Fully Furnished,1-5 years,123.39,112923.81
Barkheda,5,4,2715,Unfurnished,1-5 years,160.16,136029.44
Prabhat petrol pump,5,4,2069,Unfurnished,1-5 years,140.82,131375.84
Shanti Nagar,5,4,2466,Unfurnished,10+ years,167.56,179474.02
Saket nagar,2,2,971,Unfurnished,5-10 years,42.43,36892.97
Govindpura,3,3,1436,Fully Furnished,10+ years,75.21,78958.9
Prabhat petrol pump,4,3,1732,Semi Furnished,5-10 years,87.38,103289.62
Gulmohar,5,4,2004,Unfurnished,New,86.72,91478.94
Bawadiya Kalan,2,2,727,Unfurnished,10+ years,41.2,48332.08
Misrod,3,3,1456,Semi Furnished,1-5 years,96.3,104108.11
Service road,5,4,2691,Fully Furnished,1-5 years,146.94,146916.04
Saket nagar,1,1,790,Fully Furnished,1-5 years,49.21,45665.1
VIP road,5,4,2280,Semi Furnished,New,145.35,157131.6
Hoshangabad Road,3,3,1434,Unfurnished,5-10 years,75.25,70790.92
Saket nagar,4,3,1710,Unfurnished,10+ years,70.2,75962.88
Kamla Nagar,2,2,927,Semi Furnished,New,50.96,54258.84
Arjun Nagar,5,4,2544,Fully Furnished,1-5 years,177.51,165873.68
Avadhpuri,1,1,494,Unfurnished,10+ years,27.2,27402.85
Tajul masjid,5,4,2119,Unfurnished,1-5 years,127.79,120661.43
Saket nagar,5,4,2127,Fully Furnished,5-10 years,115.4,106576.51
Kolar hills,5,4,2113,Unfurnished,1-5 years,139.07,165980.38
Indrapuri,4,3,1407,Semi Furnished,New,76.87,64563.11
Kolar Road,5,4,2827,Fully Furnished,1-5 years,157.88,145610.49
Anand nagar,2,2,912,Unfurnished,5-10 years,50.35,57583.61
Gulmohar,5,4,2147,Semi Furnished,1-5 years,93.6,108533.51
Nizamuddin colony,3,3,1128,Fully Furnished,New,78.25,78919.72
Gulmohar,1,1,774,Unfurnished,10+ years,33.84,34084.49
Lalghati,3,3,1583,Unfurnished,1-5 years,69.89,62641.78
Misrod,2,2,902,Semi Furnished,1-5 years,53.61,44630.32
Avadhpuri,5,4,2022,Unfurnished,New,106.79,116802.92
Narela,1,1,711,Fully Furnished,1-5 years,42.64,49122.69
Shanti Nagar,2,2,930,Semi Furnished,5-10 years,41.29,46956.23
Shivaji Nagar,3,3,1586,Unfurnished,5-10 years,65.11,72054.53
Lalghati,1,1,408,Unfurnished,5-10 years,24.72,23232.03
MP Nagar,3,3,1413,Unfurnished,New,71.06,83970.15
Ratnagiri,4,3,2118,Fully Furnished,1-5 years,92.44,98825.61
Minal,2,2,1158,Unfurnished,New,56.7,51894.82
Bittan Market,1,1,522,Fully Furnished,1-5 years,30.7,31645.24
MP Nagar,5,4,2393,Unfurnished,New,137.58,122422.28
Vikas Nagar,2,2,1030,Fully Furnished,New,41.69,34844.37
Vikas Nagar,4,3,1521,Unfurnished,1-5 years,61.26,73236.15
Piplani,4,3,1737,Semi Furnished,10+ years,87.3,79275.48
Indrapuri,4,3,1704,Fully Furnished,5-10 years,94.88,103489.93
Bawadiya Kalan,2,2,1159,Fully Furnished,5-10 years,78.72,74665.71
Avadhpuri,4,3,2101,Fully Furnished,10+ years,92.85,100954.56
