location,floors,rooms,washroom,total_sqft,furnishing,age,price,rent
Ayodhya bypass,2,3,2,1069,Unfurnished,15,5622296,17776
Govindpura,3,3,4,1764,Unfurnished,17,9432004,29208
Minal,1,3,4,777,Unfurnished,30,3720944,9053
Habibganj,4,4,3,2003,Unfurnished,22,11086592,36954
Piplani,5,11,2,3995,Furnished,26,27893293,89860
Prabhat petrol pump,1,1,4,524,Unfurnished,15,2505189,6386
Misrod,4,8,3,2060,Unfurnished,15,8630456,22493
eidgah hills,5,15,4,3864,Semi-Furnished,20,23154489,79001
Gandhi nagar,4,7,4,2374,Semi-Furnished,23,14747603,55633
Roshanpura,2,2,4,856,Unfurnished,14,4195957,12207
Chuna Bhatti,1,1,1,508,Furnished,16,2456193,7073
Prabhat petrol pump,4,12,3,3205,Furnished,22,15746984,45600
Barkheda,2,2,2,938,Furnished,27,4197675,12142
Ayodhya nagar,5,7,3,3694,Furnished,8,22893805,83139
Ashoka garden,1,2,2,704,Unfurnished,29,3752706,12695
Vikas Nagar,3,5,4,1494,Furnished,28,10082564,34475
Ashoka garden,5,10,3,3715,Unfurnished,8,19356970,57575
Barkheda,2,3,2,963,Furnished,12,4244402,10808
Govindpura,1,1,1,515,Semi-Furnished,23,2726408,6425
Bawadiya Kalan,5,12,4,4282,Furnished,10,19227987,52465
Bairagarh,5,6,4,3094,Furnished,10,13911957,36473
Bittan Market,4,9,2,3288,Semi-Furnished,23,22986980,73661
Vikas Nagar,4,5,2,3089,Semi-Furnished,22,20943897,71970
Misrod,4,13,1,3327,Unfurnished,12,14018488,35231
Avadhpuri,5,7,1,3814,Semi-Furnished,18,16736229,49373
Roshanpura,3,3,3,1867,Semi-Furnished,21,9032467,25800
Saket nagar,5,14,2,3558,Unfurnished,30,24290255,83076
Bittan Market,2,3,3,933,Semi-Furnished,29,6444713,20493
Avadhpuri,4,7,1,2497,Unfurnished,13,11042996,31444
Shanti Nagar,5,13,3,4721,Semi-Furnished,2,27945418,91023
Minal,4,10,2,3450,Unfurnished,26,16271384,45144
kohefiza,4,8,4,3479,Semi-Furnished,0,15652789,41524
Ayodhya nagar,4,4,1,2927,Furnished,1,18097743,66770
Piplani,1,1,3,664,Semi-Furnished,21,4733248,12703
ibrahimpura,2,3,2,1023,Unfurnished,17,4418847,12894
Ratnagiri,4,5,3,2027,Furnished,28,9605111,26333
Kamla Nagar,2,3,1,1190,Furnished,23,6202703,17265
Piplani,1,1,2,564,Unfurnished,22,3970615,12485
Gulmohar,3,3,2,1259,Semi-Furnished,18,8144848,27725
Hoshangabad Road,5,13,2,3478,Unfurnished,26,17752668,53643
Piplani,1,3,1,787,Unfurnished,27,5438082,18691
Chuna Bhatti,4,6,3,2663,Semi-Furnished,30,12431535,33352
Minal,1,1,2,725,Unfurnished,22,3394351,8322
New market,5,14,4,4766,Furnished,13,33304616,106324
sultaniya road,4,9,3,2663,Semi-Furnished,29,13845801,40789
Minal,4,9,2,3441,Semi-Furnished,25,16208930,45533
Bawadiya Kalan,5,5,3,4211,Unfurnished,8,18869843,51036
ibrahimpura,1,1,2,440,Semi-Furnished,6,1850235,6692
Karond,3,5,4,1565,Semi-Furnished,14,7592958,20192
Lalghati,2,3,4,818,Unfurnished,12,3920423,11815
Avadhpuri,5,8,1,4162,Semi-Furnished,24,18286568,52886
Ayodhya nagar,4,8,1,2158,Furnished,28,13406955,49148
Bittan Market,2,3,3,939,Furnished,12,6509978,19045
Kolar Road,4,6,4,2107,Unfurnished,7,10566717,32576
Shivaji Nagar,2,3,4,857,Semi-Furnished,23,5134954,16458
Misrod,1,1,4,669,Unfurnished,13,2762945,8615
Vikas Nagar,3,5,3,1751,Furnished,0,11948189,42089
Arera Colony,4,10,1,2812,Unfurnished,24,21098669,67525
ibrahimpura,5,5,2,3509,Unfurnished,0,15094348,38415
char Imli,3,6,2,1808,Unfurnished,13,11991509,37900
Indrapuri,4,9,4,2323,Semi-Furnished,29,9223874,21912
Avadhpuri,5,9,2,4488,Unfurnished,0,19801954,57925
Lalghati,3,5,3,1725,Unfurnished,15,8250264,22612
Vijay nagar,3,4,4,1581,Unfurnished,30,11342234,36898
Chuna Bhatti,1,1,1,489,Furnished,27,2384300,4963
Misrod,4,5,3,2291,Semi-Furnished,23,9588712,26000
Barkheda,5,10,2,3706,Semi-Furnished,27,16247963,47612
Kolar Road,2,2,4,1049,Unfurnished,28,5250598,14284
Lalghati,2,2,3,1012,Semi-Furnished,28,4843905,16033
Govindpura,1,2,2,509,Furnished,14,2755448,7862
Hoshangabad Road,5,7,3,4135,Furnished,17,21043102,60583
jahangirabad,2,2,3,960,Furnished,8,4463626,10434
Bawadiya Kalan,4,5,3,2790,Unfurnished,0,12460148,32960
Ayodhya nagar,3,4,2,1689,Semi-Furnished,0,10411298,38028
Misrod,3,4,3,1821,Unfurnished,25,7743538,19374
Kolar Road,3,5,1,1989,Unfurnished,15,9877948,30476
Roshanpura,2,3,4,885,Unfurnished,19,4236122,10936
Ashoka garden,5,7,2,3975,Semi-Furnished,11,20712313,62147
Chuna Bhatti,1,1,2,497,Semi-Furnished,5,2242523,6826
Gulmohar,4,6,3,2172,Unfurnished,0,13842897,47410
Minal,4,4,3,2087,Semi-Furnished,1,9738255,25507
Govindpura,1,1,1,421,Semi-Furnished,17,2240641,7330
Ayodhya nagar,3,6,2,1865,Furnished,24,11486098,40946
Ratnagiri,1,2,1,784,Semi-Furnished,18,3729054,9318
Arera Colony,4,8,2,2997,Unfurnished,28,22481035,72416
Kolar Road,4,5,2,2538,Unfurnished,4,12640457,38926
Gulmohar,3,4,2,1616,Semi-Furnished,16,10396434,35677
MP Nagar,1,3,2,754,Unfurnished,20,6129383,19460
Govindpura,5,12,1,3926,Unfurnished,26,20824258,62813
Kolar hills,1,1,1,584,Furnished,9,2834454,8007
Prabhat petrol pump,5,5,1,3136,Unfurnished,13,15453234,45172
Misrod,4,8,2,3272,Furnished,30,13677850,34569
Narela,5,12,2,3908,Furnished,26,16833206,42017
Lalghati,3,3,2,1301,Unfurnished,11,6341966,19607
Arera Colony,4,7,1,2463,Unfurnished,0,18451244,58957
Vijay nagar,3,3,4,1415,Furnished,28,10273974,34885
Arjun Nagar,4,5,1,2206,Furnished,3,13287947,45098
Bairagarh,3,4,4,1515,Furnished,11,6821010,16786
ibrahimpura,2,3,2,1016,Semi-Furnished,6,4460009,10341
kohefiza,4,8,2,3161,Furnished,29,14209761,39014
Service road,4,4,2,2520,Semi-Furnished,24,14569108,46634
Bawadiya Kalan,3,6,1,1968,Unfurnished,29,8919326,23485
kohefiza,4,9,4,2861,Semi-Furnished,14,12964061,35374
Tajul masjid,5,9,2,3311,Semi-Furnished,7,18275591,58237
Vikas Nagar,1,1,1,422,Semi-Furnished,7,2872386,7998
New market,5,12,4,4372,Furnished,0,30670787,94966
Service road,3,6,1,1690,Furnished,16,9702589,32961
Kolar hills,4,8,3,3418,Furnished,8,17111106,52218
Bairagarh,4,8,4,2685,Unfurnished,20,12009565,30240
Kolar hills,1,1,4,474,Semi-Furnished,12,2424545,6640
Kolar Road,1,2,4,617,Unfurnished,28,3107495,8486
Habibganj,4,7,3,2195,Semi-Furnished,27,12148261,39254
Vijay nagar,3,3,1,1488,Semi-Furnished,12,10759910,35039
Indrapuri,1,1,2,469,Furnished,3,1959240,5048
VIP road,1,2,4,646,Unfurnished,9,4260335,12352
Roshanpura,1,1,3,722,Semi-Furnished,3,3466977,11061
Narela,1,1,2,505,Semi-Furnished,7,2230983,6054
Saket nagar,4,12,3,3171,Furnished,20,21658179,70947
Anand nagar,4,9,1,2443,Unfurnished,1,14173658,44551
Vikas Nagar,2,2,1,1200,Furnished,3,8158075,26869
Misrod,1,1,1,505,Semi-Furnished,0,2116611,6990
Indrapuri,2,3,4,952,Unfurnished,24,3752816,8092
Ayodhya nagar,1,1,2,421,Furnished,15,2639418,11413
Shanti Nagar,5,12,1,3121,Semi-Furnished,20,18506409,58553
Indrapuri,3,3,4,1259,Unfurnished,23,4984306,12427
Anand nagar,3,6,4,1727,Semi-Furnished,30,9936436,34043
Barkheda,4,10,3,2594,Unfurnished,29,11430295,33307
Hoshangabad Road,1,1,4,722,Unfurnished,21,3640790,12568
Habibganj,4,9,2,3174,Unfurnished,2,17484472,57273
VIP road,5,9,2,4645,Unfurnished,4,30288597,98847
Saket nagar,5,5,3,4041,Semi-Furnished,3,27399654,94903
Vikas Nagar,4,11,3,3434,Furnished,1,23275532,80675
Arjun Nagar,2,4,3,1072,Unfurnished,9,6345108,20292
Misrod,2,2,1,1067,Semi-Furnished,24,4456691,11926
Chuna Bhatti,4,10,3,3126,Semi-Furnished,20,14641972,41381
Prabhat petrol pump,4,4,2,3047,Furnished,1,15001160,41837
Ashoka garden,1,1,1,415,Unfurnished,9,2086531,7283
Govindpura,5,6,4,4943,Semi-Furnished,2,26268000,79755
Shanti Nagar,1,1,1,432,Unfurnished,0,2639289,8474
jahangirabad,4,8,2,3123,Unfurnished,21,14442228,36166
Shanti Nagar,3,6,2,1764,Furnished,28,10387078,34740
Narela,2,4,2,1144,Furnished,30,5000591,11489
Ashoka garden,1,2,2,578,Semi-Furnished,14,3097405,10065
Habibganj,1,2,2,598,Unfurnished,17,3248416,10030
ibrahimpura,1,2,2,512,Semi-Furnished,14,2255982,5910
Lalghati,4,9,2,3212,Semi-Furnished,17,15345586,44671
Anand nagar,4,11,4,3456,Furnished,25,19986521,67367
Narela,3,5,4,1731,Semi-Furnished,4,7438589,19492
Roshanpura,2,2,3,802,Unfurnished,5,3754890,10910
Shivaji Nagar,2,2,2,918,Furnished,11,5465935,18230
Avadhpuri,1,1,3,481,Semi-Furnished,9,2182253,6383
Karond,1,2,2,764,Semi-Furnished,2,3727714,9160
chuna bhatti,2,3,1,961,Semi-Furnished,20,4586125,12153
Narela,2,3,1,970,Unfurnished,20,4207195,11971
New market,4,7,4,2581,Unfurnished,9,18022356,58333
VIP road,3,3,1,1359,Unfurnished,8,8850246,28493
VIP road,5,10,4,4111,Unfurnished,15,26757799,86669
Habibganj,1,1,3,787,Unfurnished,3,4284769,12269
Ashoka garden,1,2,2,532,Semi-Furnished,4,2731898,9605
Ayodhya nagar,1,1,2,493,Furnished,16,3141203,12799
Ayodhya bypass,4,6,1,2904,Unfurnished,25,15315483,47539
Vijay nagar,5,8,3,4398,Furnished,10,31686776,107267
Vijay nagar,4,8,1,2857,Furnished,17,20591089,69868
Ayodhya bypass,2,2,3,1147,Furnished,2,6013160,18864
Bairagarh,4,8,4,2152,Semi-Furnished,2,9760325,26709
Saket nagar,1,1,1,662,Semi-Furnished,13,4564132,15556
Ayodhya bypass,3,5,2,1539,Unfurnished,16,8207108,24130
Tajul masjid,1,2,3,541,Unfurnished,11,3066298,9982
MP Nagar,5,14,4,4248,Furnished,1,33992541,106218
eidgah hills,5,12,4,4935,Semi-Furnished,20,29658228,100131
Habibganj,2,2,4,1070,Furnished,19,5820558,17476
Prabhat petrol pump,5,6,1,3340,Semi-Furnished,8,16400021,46041
Misrod,3,4,3,1326,Furnished,13,5485036,15537
eidgah hills,1,1,2,771,Semi-Furnished,15,4555568,14821
Chuna Bhatti,3,6,4,1617,Unfurnished,3,7604366,22699
Barkheda,3,6,4,1928,Unfurnished,14,8571747,23726
Arjun Nagar,3,6,1,1920,Unfurnished,14,11430522,38741
Kolar Road,2,2,2,1153,Furnished,20,5715917,17299
sultaniya road,2,3,4,814,Furnished,10,4178000,14876
Ratnagiri,2,2,4,1073,Unfurnished,14,5034666,13837
Kolar Road,4,9,3,2604,Unfurnished,13,12970739,40493
Bittan Market,1,1,2,490,Furnished,19,3362861,9349
Vikas Nagar,4,8,4,2218,Unfurnished,22,15165150,51643
Kolar Road,2,2,2,815,Unfurnished,11,4036772,11116
MP Nagar,2,3,3,874,Unfurnished,19,6963021,20585
Kolar hills,3,3,4,1552,Furnished,6,7684276,24718
Gandhi nagar,4,4,4,2537,Furnished,8,15644099,57949
New market,1,2,1,587,Semi-Furnished,30,4088738,11285
chuna bhatti,3,3,2,1729,Semi-Furnished,25,8052142,20820
Kolar Road,4,9,4,2492,Unfurnished,9,12433149,38977
Piplani,4,6,4,2028,Semi-Furnished,25,14185073,45954
Bairagarh,5,17,4,4596,Furnished,23,20651727,54067
Lalghati,2,2,4,1031,Furnished,24,4915036,16064
Shyamla Hills,3,4,3,1868,Semi-Furnished,8,13925744,47272
Saket nagar,1,1,3,435,Unfurnished,9,2906331,9321
MP Nagar,5,8,4,3073,Unfurnished,13,24526972,76550
Hoshangabad Road,1,2,2,677,Semi-Furnished,24,3508779,11280
kohefiza,4,11,2,2992,Unfurnished,13,13472214,34856
Vijay nagar,5,12,4,3089,Semi-Furnished,0,22157990,72793
Minal,3,4,3,1565,Furnished,21,7336393,20627
Shanti Nagar,3,3,3,1200,Unfurnished,0,7097465,22551
Barkheda,4,4,3,2006,Unfurnished,0,8809319,24563
Arjun Nagar,4,10,4,2689,Unfurnished,10,16041340,52531
Prabhat petrol pump,1,1,4,683,Semi-Furnished,12,3393541,11532
Vikas Nagar,4,11,1,3290,Semi-Furnished,10,22324783,75108
Roshanpura,1,2,1,509,Furnished,7,2384468,7095
Saket nagar,1,2,1,651,Furnished,21,4454526,16938
Arjun Nagar,2,3,1,1051,Unfurnished,1,6298508,21147
Bittan Market,1,1,2,665,Furnished,19,4589911,16260
Shyamla Hills,5,6,1,4414,Furnished,25,33095100,111333
Arera Colony,5,11,4,3820,Semi-Furnished,7,28700917,90830
Nizamuddin colony,1,2,3,697,Unfurnished,18,4442978,13096
Karond,5,12,4,3256,Semi-Furnished,22,15875226,47346
Narela,2,3,4,1012,Furnished,7,4267545,12033
Service road,4,9,2,2960,Unfurnished,19,17072108,57187
Shivaji Nagar,2,2,1,919,Unfurnished,21,5609928,17146
Arera Colony,2,3,1,889,Furnished,8,6638018,20943
Ashoka garden,4,10,4,2655,Unfurnished,9,13882871,41902
Kolar Road,2,2,4,1115,Furnished,12,5674990,16105
Anand nagar,5,5,4,3155,Unfurnished,11,18226505,59351
Chuna Bhatti,4,9,1,2887,Furnished,3,13495647,35748
Barkheda,2,3,1,920,Semi-Furnished,15,3963463,13362
Ratnagiri,4,13,3,3491,Furnished,17,16401368,43677
Avadhpuri,1,3,4,755,Furnished,24,3243348,8813
eidgah hills,1,1,4,584,Semi-Furnished,14,3477619,9857
Narela,3,4,3,1976,Unfurnished,26,8514414,21171
Sonagiri,1,1,3,706,Furnished,20,3339441,9230
Tajul masjid,3,6,2,1529,Furnished,28,8327737,28934
Bawadiya Kalan,4,12,2,3321,Unfurnished,24,15034199,41337
Saket nagar,3,3,3,1220,Unfurnished,22,8270665,26423
Piplani,4,8,1,2851,Unfurnished,27,19913107,63380
Shyamla Hills,1,2,4,568,Furnished,0,4331718,14335
eidgah hills,2,3,1,884,Furnished,5,5339197,16755
Chuna Bhatti,1,1,2,651,Unfurnished,14,3121093,9462
Saket nagar,1,2,4,746,Unfurnished,2,5019365,18436
Minal,3,6,3,1581,Semi-Furnished,14,7360841,20060
Nizamuddin colony,5,9,4,3983,Unfurnished,7,25969018,85636
Bittan Market,4,5,3,3340,Furnished,26,23280730,73000
Indrapuri,3,4,2,1675,Unfurnished,7,6610287,17649
char Imli,3,6,3,1766,Furnished,2,11621731,38581
Gandhi nagar,5,11,2,4981,Unfurnished,15,30828664,112694
New market,2,4,1,1122,Semi-Furnished,25,7844257,23181
Arjun Nagar,2,3,2,988,Unfurnished,27,5848197,19830
eidgah hills,4,6,2,2419,Unfurnished,3,14507833,48535
Ayodhya bypass,2,3,3,859,Unfurnished,3,4504115,14218
Minal,2,3,3,1018,Semi-Furnished,6,4818023,11546
Saket nagar,4,10,1,2597,Furnished,15,17651904,61130
Arjun Nagar,2,4,3,1082,Semi-Furnished,21,6566152,19956
Chuna Bhatti,2,4,4,1051,Furnished,4,4857083,12305
Avadhpuri,2,2,1,1139,Furnished,29,4941808,12830
jahangirabad,4,7,3,2024,Semi-Furnished,8,9259927,25633
ibrahimpura,5,5,1,3378,Semi-Furnished,1,14540333,36747
Ayodhya nagar,4,10,2,3043,Unfurnished,4,18864765,69007
Minal,2,3,1,1061,Furnished,12,4896251,13798
Piplani,3,6,2,1557,Semi-Furnished,22,10864423,35313
Shanti Nagar,5,11,4,3526,Furnished,4,20763661,65352
Ashoka garden,1,2,2,535,Furnished,16,2770863,7397
Ayodhya bypass,5,16,3,4839,Semi-Furnished,9,25732786,76606
Misrod,2,2,3,820,Unfurnished,8,3350357,10804
Minal,4,6,2,3280,Furnished,7,15402857,44069
Shyamla Hills,3,5,2,1640,Furnished,29,12337096,42113
sultaniya road,1,2,1,520,Semi-Furnished,6,2625380,7190
Gulmohar,3,6,3,1631,Semi-Furnished,14,10369583,35669
Ashoka garden,4,4,2,2976,Semi-Furnished,11,15543581,49531
sultaniya road,5,9,4,3052,Furnished,7,15908944,49213
Vijay nagar,5,10,2,4243,Semi-Furnished,2,30601139,101799
Kamla Nagar,4,9,2,2287,Semi-Furnished,29,11825556,36018
Piplani,1,1,4,400,Unfurnished,1,2793581,8878
kohefiza,1,1,2,771,Furnished,18,3392173,8993
Piplani,2,3,4,908,Semi-Furnished,25,6425847,18487
Kolar hills,2,3,4,981,Unfurnished,22,4896632,14656
ibrahimpura,1,1,3,472,Semi-Furnished,17,2024722,5550
Shivaji Nagar,5,12,4,3134,Semi-Furnished,23,18784373,63707
Ratnagiri,1,1,3,632,Semi-Furnished,4,2910572,6538
Minal,1,2,2,775,Furnished,6,3696563,8583
Gandhi nagar,2,2,4,1098,Semi-Furnished,11,6727132,25182
kohefiza,2,3,2,906,Furnished,27,4123072,9001
Lalghati,1,1,2,601,Furnished,14,2854027,6658
MP Nagar,5,7,3,4154,Semi-Furnished,16,33178899,103756
Minal,4,5,1,2514,Furnished,1,11902161,34349
Kamla Nagar,4,10,2,3396,Unfurnished,23,17571297,53107
Bawadiya Kalan,4,4,1,2313,Unfurnished,24,10377943,28089
Saket nagar,4,7,3,2689,Semi-Furnished,2,18214014,62749
Ayodhya nagar,5,8,2,3283,Semi-Furnished,19,20299899,76092
Service road,5,6,3,4995,Furnished,27,28980098,96198
New market,4,4,2,2095,Furnished,16,14565287,45349
Avadhpuri,2,2,3,848,Unfurnished,23,3664281,9129
Hoshangabad Road,4,7,2,2510,Unfurnished,11,12733457,37886
Ayodhya bypass,5,6,1,4494,Furnished,11,23729148,72620
kohefiza,1,1,3,527,Unfurnished,17,2342644,6671
New market,2,2,1,839,Furnished,23,5789367,17131
Chuna Bhatti,2,2,4,987,Unfurnished,23,4584687,11773
Vijay nagar,1,1,3,434,Semi-Furnished,6,3140219,10917
Piplani,5,6,1,3752,Furnished,9,26195681,84408
VIP road,2,4,3,1034,Unfurnished,11,6625688,21147
Vijay nagar,5,13,1,3338,Unfurnished,15,24000417,79168
char Imli,4,11,2,2796,Unfurnished,8,18522599,56985
Shivaji Nagar,3,6,1,1823,Furnished,9,10994275,35080
Gulmohar,2,2,2,840,Unfurnished,17,5359045,19373
Sonagiri,5,9,2,4172,Furnished,30,19152351,50451
Piplani,2,2,1,888,Furnished,5,6172089,17931
Arjun Nagar,4,6,2,2435,Unfurnished,29,14659770,50691
Gandhi nagar,1,1,2,417,Furnished,6,2621297,10322
Lalghati,5,5,4,4835,Unfurnished,14,23275579,67253
Karond,2,3,1,1161,Furnished,17,5676393,17925
Vijay nagar,1,1,3,670,Unfurnished,23,4737295,15687
Shivaji Nagar,1,1,3,440,Unfurnished,9,2725812,9152
Sonagiri,5,11,2,4429,Furnished,4,20380355,52766
Minal,5,15,2,4438,Furnished,19,20806261,58531
Hoshangabad Road,5,6,3,3976,Furnished,0,20245846,59425
sultaniya road,4,8,1,2113,Unfurnished,12,11068838,35538
Narela,1,2,1,564,Semi-Furnished,11,2367243,4717
Narela,4,5,2,2347,Furnished,27,10020036,25120
Lalghati,2,4,3,1118,Unfurnished,21,5312182,17224
Misrod,4,10,2,3385,Unfurnished,11,14126497,37886
Kolar Road,4,9,1,2282,Furnished,13,11427816,34160
Shivaji Nagar,5,8,1,3087,Semi-Furnished,10,18579905,59902
Lalghati,2,3,4,917,Furnished,18,4410861,14336
Bairagarh,4,7,2,2237,Semi-Furnished,28,10155004,27354
Saket nagar,4,6,4,2422,Unfurnished,18,16540430,56274
eidgah hills,2,4,2,1073,Unfurnished,0,6340090,21384
Sonagiri,3,3,4,1304,Furnished,29,6018016,16544
Habibganj,1,2,1,733,Semi-Furnished,29,4086581,14653
VIP road,3,3,1,1873,Unfurnished,12,12103338,37506
Service road,5,5,4,4104,Semi-Furnished,19,23846545,76788
Ashoka garden,4,7,4,2753,Furnished,22,14393896,42098
Prabhat petrol pump,4,10,4,2843,Unfurnished,24,14018315,39163
Piplani,2,3,1,833,Furnished,13,5905667,19611
Nizamuddin colony,2,3,4,927,Furnished,11,5939381,21073
Lalghati,4,7,2,3451,Semi-Furnished,30,16556566,47000
Habibganj,5,14,2,4476,Furnished,0,24607921,81866
sultaniya road,4,5,3,2990,Semi-Furnished,5,15496929,47092
Bawadiya Kalan,3,4,3,1951,Unfurnished,26,8699061,21807
ibrahimpura,5,6,1,4411,Furnished,14,19037779,48725
Hoshangabad Road,3,4,3,1717,Furnished,26,8841344,26542
Shanti Nagar,1,1,3,498,Unfurnished,28,3035024,8097
Sonagiri,3,5,1,1962,Furnished,30,8926495,22900
sultaniya road,5,13,3,4372,Furnished,5,22767063,71177
kohefiza,5,6,1,3005,Unfurnished,30,13549923,37109
Shivaji Nagar,2,2,1,993,Semi-Furnished,5,5865252,19862
chuna bhatti,5,6,1,3955,Semi-Furnished,12,18531806,51037
Anand nagar,3,3,3,1637,Unfurnished,26,9551681,30861
Avadhpuri,1,1,3,491,Semi-Furnished,0,2092597,7783
Arjun Nagar,2,2,1,1151,Furnished,24,6853466,21879
Kolar Road,1,1,2,645,Furnished,21,3139588,11530
Anand nagar,2,3,1,1180,Semi-Furnished,3,6931887,22814
Karond,5,8,4,4680,Semi-Furnished,18,22867302,65333
eidgah hills,2,2,1,816,Unfurnished,19,4866314,18203
MP Nagar,5,12,3,3231,Furnished,7,25914095,82583
Kamla Nagar,2,4,1,1002,Unfurnished,19,5242220,17351
eidgah hills,4,9,1,3343,Unfurnished,29,20038039,67403
sultaniya road,4,5,1,3010,Unfurnished,30,15592163,49861
New market,3,5,3,1535,Semi-Furnished,8,10730658,32427
Nizamuddin colony,5,7,1,4512,Furnished,24,29284183,93115
Shyamla Hills,2,2,2,1050,Semi-Furnished,29,7916047,25219
Lalghati,1,2,4,582,Semi-Furnished,11,2708823,8671
Barkheda,5,14,3,4939,Unfurnished,14,21723537,63166
kohefiza,4,5,4,2572,Unfurnished,20,11639616,31904
Anand nagar,4,10,4,2852,Semi-Furnished,5,16586236,55778
Vijay nagar,3,3,1,1302,Unfurnished,15,9292723,31989
Roshanpura,2,3,4,1049,Semi-Furnished,21,4981171,16555
Saket nagar,1,1,4,432,Furnished,16,3023210,11870
Habibganj,3,3,1,1589,Semi-Furnished,15,8773169,27100
New market,2,3,1,981,Furnished,13,6908998,20836
Gulmohar,1,2,1,562,Furnished,25,3633789,13601
Nizamuddin colony,3,5,4,1301,Unfurnished,9,8525828,27997
Kolar hills,5,8,1,4704,Furnished,9,23615520,69781
Barkheda,5,8,1,3586,Unfurnished,20,15741956,45203
Gandhi nagar,4,4,4,3455,Unfurnished,2,21325769,79258
Bittan Market,3,5,3,1854,Semi-Furnished,29,13046166,39499
Arera Colony,5,19,4,4753,Semi-Furnished,29,35557151,115056
Avadhpuri,2,2,2,868,Furnished,1,3761085,10273
Shyamla Hills,1,2,4,605,Furnished,2,4612748,16876
Tajul masjid,3,3,3,1767,Unfurnished,4,9688101,30364
Karond,5,10,3,4748,Semi-Furnished,30,23317480,66690
Prabhat petrol pump,5,11,1,3715,Semi-Furnished,15,18180552,53574
Narela,5,7,1,3234,Unfurnished,21,13869995,35825
Karond,5,10,3,4674,Unfurnished,17,22870728,66614
eidgah hills,5,12,3,4623,Unfurnished,4,27811558,93092
Vijay nagar,2,3,3,805,Unfurnished,2,5732014,17976
Shanti Nagar,4,6,4,2736,Unfurnished,9,16167526,53632
Shyamla Hills,3,5,1,1752,Semi-Furnished,9,13221721,43743
Vikas Nagar,5,13,2,4098,Furnished,16,27807048,94825
Ratnagiri,1,1,3,614,Furnished,17,2854724,8326
Vikas Nagar,4,4,3,2923,Unfurnished,4,19787847,68894
Misrod,1,2,1,554,Semi-Furnished,12,2297421,6965
Kolar hills,4,8,1,2833,Unfurnished,22,14122994,41272
Shyamla Hills,2,3,3,953,Furnished,29,7131563,23744
Kolar Road,5,6,2,3091,Unfurnished,29,15453092,45722
sultaniya road,1,2,1,638,Furnished,29,3324200,10263
Roshanpura,1,1,4,734,Furnished,6,3570651,11567
kohefiza,3,5,4,1629,Furnished,30,7320486,21040
eidgah hills,4,10,4,2837,Semi-Furnished,26,16991281,55907
Anand nagar,5,12,4,4575,Semi-Furnished,8,26525996,86546
Roshanpura,1,2,2,584,Unfurnished,7,2812399,8851
Minal,5,8,2,3080,Furnished,21,14405406,38077
MP Nagar,1,1,4,469,Semi-Furnished,21,3824197,10101
Kamla Nagar,2,2,3,853,Semi-Furnished,18,4357537,14756
New market,1,1,2,416,Unfurnished,20,2925638,9392
Misrod,3,4,3,1607,Unfurnished,11,6818131,15996
kohefiza,1,3,4,761,Furnished,13,3430069,10717
Karond,3,4,1,1377,Unfurnished,16,6666831,20348
Piplani,2,3,3,946,Unfurnished,24,6684971,22096
Piplani,1,2,4,612,Unfurnished,0,4294038,12309
Misrod,5,13,2,3748,Semi-Furnished,19,15805646,40918
Habibganj,5,10,4,4140,Unfurnished,10,22852607,74981
Gandhi nagar,5,8,4,3614,Unfurnished,12,22408657,84123
Piplani,2,3,2,879,Unfurnished,18,6116242,20296
Arjun Nagar,2,2,3,1003,Semi-Furnished,24,6070997,18805
Shanti Nagar,1,2,4,711,Unfurnished,5,4220898,12168
Saket nagar,3,5,2,1746,Furnished,19,11937792,40926
Tajul masjid,1,1,4,786,Unfurnished,4,4422021,14792
Bairagarh,3,6,1,1578,Furnished,6,7143164,17353
Avadhpuri,4,6,2,2198,Semi-Furnished,19,9655447,26974
Shivaji Nagar,4,9,4,3304,Semi-Furnished,2,19829140,67149
Gulmohar,2,3,1,909,Semi-Furnished,10,5741091,18179
VIP road,4,7,1,2400,Furnished,19,15539580,48930
Tajul masjid,4,5,1,2802,Semi-Furnished,27,15410661,48710
Anand nagar,3,4,4,1261,Furnished,3,7269196,25955
Govindpura,4,9,3,3298,Unfurnished,1,17386336,52643
Piplani,5,16,3,4776,Furnished,8,33371396,103371
Ratnagiri,5,10,1,4379,Semi-Furnished,10,20649099,57001
Kamla Nagar,1,2,1,524,Semi-Furnished,17,2768182,7695
Shivaji Nagar,1,1,4,712,Furnished,6,4272909,14426
New market,3,5,3,1429,Furnished,24,9989718,32028
chuna bhatti,3,4,4,1453,Furnished,15,6851538,19926
Shivaji Nagar,1,3,2,791,Unfurnished,8,4706413,14326
Kolar Road,5,17,3,4801,Semi-Furnished,17,24082387,72966
Shanti Nagar,1,1,2,477,Unfurnished,2,2718756,7531
Chuna Bhatti,4,10,1,2652,Semi-Furnished,22,12510924,32584
kohefiza,5,17,2,4266,Unfurnished,29,19192623,50316
